8700 47453.7 44820.3 46005 18853.7 16653 17545.7 13729.7 11790.7 12629.3 10787.3 9050 9722.33 12324.3 9093.67 9751.67 8849 7516 7819.67 7758.67 7040 6530 7466.67 7780 5474.67 8011 10197.7 4584.33
8800 47396.7 45048 45678.3 18675.3 16599.7 17514.3 13775 11822.3 12641.7 10905.3 9127 11563.7 10845.3 9129 9812.67 8950 7606.67 7917 7903.67 7155 6591 7503.67 7875.33 5536.33 8101 10379.3 4640
8900 47993.7 45520.3 46162.3 18859 16760.7 17640 13944.3 13146.7 12855.3 10919.3 9165.67 9891.33 10901.7 9160.33 9870 9056.33 7692 8007 7987 7235.67 6654.33 7612 7984.67 5583 8224.33 10586.7 4651.67
9000 48501 46421.3 46812.3 20361.7 17035.3 17823 14035 11992 12878.3 10982 9244 9926.67 11016 9211.67 9949 9151 7774 8054.33 8030 7339 6691.33 7709 8094.33 5606.67 8337 10742 4704
9100 49004 46552.3 48885 19246.7 16997 17841.7 14047.7 11982 12839.3 11040.7 9268.33 9926.67 11043.7 9256 9928 9208.33 7833.33 8076 8130.67 7433 6722.67 7801.33 8295.67 5678.67 8494.33 10987 4744
9200 51353 47259.7 47828.7 19100.3 16925.7 17828.7 14163.7 12066.3 12980 11136 9329.33 10028 11141.7 9385.33 10040 9273.67 7907.67 8141.67 8209.33 7528 6809.33 7893 8339.67 5734 10361.3 11154.7 4797
9300 50151 47484 48138.3 19261.7 17035.7 17951 14494.7 12335.3 13275 11333.7 9482 10199.7 11329 9497.33 10176.7 9428 8013.67 8242 8347.67 7613.67 6860.33 8024.33 8511.67 7166 8743.33 11383.3 4856
9400 51145.3 48423.7 49083 19515.3 17251 18134 14448.7 12331.3 13226.7 11373 9573.67 10234.3 11375.3 9552 10252.3 9512.67 8093.67 9656.67 8428 7737.33 6955.67 8132.67 8634 5827 8863.67 11570.7 4903.33
9500 51439.3 48673.7 49407.7 19539.7 17289 18210.7 14538.7 12355.7 13267.7 11447.7 9624.67 10311.7 11508.3 11573 10328 9618.33 8213.33 8404 8494.33 7840.67 6996.67 8191.33 8769 5878 9069.67 11806 4944.33
9600 52220.7 49399.7 50441.7 19837.3 17459.7 18407.3 14632.3 12464.7 13379.7 11664.3 9776 11868.7 11610 9752.67 10424.7 9676.67 8249.67 8467.67 8599 7900.67 7073 8296.67 8916.33 5962.67 9819 12535.3 4994.67
9700 52441.3 49650 50328 19763.7 17399.3 18400 14772.3 14576.3 13509.7 11701.7 9841 10523.7 11719.3 9793.67 10507.7 9775.67 8309 8518.67 8674.67 7994.33 7115.33 8424.67 9030.67 6020.67 9305.33 12184 5059.67
9800 53033.7 50786.7 51261.7 20063.3 19260 18790 14899.3 12674.3 13580.7 11799.7 9895.67 10567 11799.7 9846.33 10556 9902 8431.67 8614.67 8774 8096.67 7190 8551.67 9165.67 5989 9461.33 12405 5122
9900 54006 51178 53340.7 20101.7 17696.7 18724.7 14991 12771.3 13653.7 11924.7 9992 10691.7 11905 9993.67 10699.3 10025.7 8576.33 8749.33 8893 8210.33 8887.67 8656.67 9306.33 6157.67 9654.33 12633.7 5171
10000 54279.3 51482 52170 20151 17707 18697.3 15140.3 12932.3 13736 11998.3 10040.3 10732.3 11980 11181 10767.7 10101 8631.67 8766.67 8972 8359 7359.33 8766.33 9434.33 6203 9720.33 12838.7 5215.33
